gid_0,bws_score,gtd_score,drr_score,sev_score,rfr_score,w_awr_def_tot_cat
LBY,5.0,1.5034,1.84114153897383,0.5984333359450041,3.07993117479,4.0
USA,4.850613697105112,3.2979475000000003,1.39424650859194,1.0062708035032135,0.384102646091,3.0
KOR,0.808900029020598,1.146317,2.71348746905995,1.3186025953493057,1.29194232714,0.0
PER,2.21671865474843,0.613958,2.46405735092753,1.9722503006141112,0.745215812877,2.0
USA,0.0,0.79255,0.682341161249714,1.1033935220081337,4.02593251653,0.0
LBY,4.923340469931342,1.050004,2.37308934443955,1.5565452015918326,3.33823262546,3.0
CAN,0.0,0.79255,0.255438085901055,3.4162012144584133,3.32650318775,0.0
IRQ,0.3832191927540531,1.89648,3.11091654561132,2.071830371629553,1.33347333435,2.0
MEX,2.038197804368157,1.430522,2.86205670333349,2.275351903830116,2.59933265508,2.0
SYR,4.277363331330589,1.073919,3.53157102141501,1.1277767509850205,1.08424585353,3.0
AUS,0.0,1.1120635,1.78657682507009,0.689432174333929,1.60363162702,0.0
AUS,5.0,1.221775,1.90873281087621,1.888451615898297,0.760429361955,3.0
USA,1.4433448746269246,1.1116985,1.98705258898932,0.7893609541749887,0.90159286143,1.0
IRQ,4.10859474903177,1.89648,3.68444334932747,1.6731629648125268,1.55623025817,4.0
ZAF,5.0,0.99297565,1.86928014186274,3.1475991509426686,3.10327419416,4.0
AUS,5.0,0.3902679999999999,0.441459824795879,2.199075704183466,0.0390217494322,2.0
AUS,0.0,0.1317439999999999,1.1977047600148,2.5815835288079967,2.67479318832,0.0
CHN,2.8381382353604465,1.0432278,3.5778599232522,1.3305181160225092,0.390388677088,2.0
EGY,5.0,1.050004,3.45954948339332,1.9912010485591327,0.0,3.0
USA,0.0,1.301487,2.019675861182,1.00973558456987,0.445191863906,0.0
TUR,2.851340050387315,1.073919,3.31505051407023,1.1312097642812995,2.73642570317,2.0
CHN,5.0,1.087158,2.88570176088967,5.0,0.0662589229555,4.0
USA,0.0,1.319643,2.28247843895978,1.816749152529798,3.08246414511,0.0
TUR,3.567656607394739,1.073919,2.78317341783265,1.799550015718045,4.02376054785,2.0
ZAF,5.0,0.8329880000000001,3.13327755335047,0.4283599552896849,3.10218205828,4.0
AUS,3.659543673001961,0.3902679999999999,0.460549786790249,2.8685454574230875,0.419483757927,1.0
BEL,3.747638062082064,1.153746,2.69531312763172,1.3774207208636655,0.511722624991,1.0
MEX,1.6278481966397569,1.1108185,2.69508292629439,1.809960575346168,2.03428913945,2.0
USA,0.0,1.301487,1.99161290215281,1.0074014621525942,0.844670289951,0.0
AUS,4.067912543593119,1.192551,2.10891525885573,1.798016610718154,2.36882868956,2.0
IRN,5.0,1.39275,2.54135430053717,1.021356374505177,1.22912079471,4.0
IRN,5.0,1.39275,2.64908262135117,1.6733791344045024,0.133017411652,4.0
IRN,4.95055445132035,1.39275,3.12063359994318,2.336771751519496,3.96370383701,4.0
USA,5.0,1.74482,1.42929133321777,1.0834855706524422,0.900702618277,3.0
USA,2.8763946844471544,1.301487,2.24698854205664,0.4023347253127343,0.0395254180454,1.0
MEX,0.0,1.319643,2.14531795060548,1.7396023017064504,2.90643178955,1.0
ARG,0.0,0.9416316,2.04796572259108,1.6680434716318149,3.86415392964,1.0
USA,5.0,3.2979475000000003,2.16287635952269,0.8882389903524535,0.706917240192,4.0
USA,5.0,1.74482,1.45154339096544,0.5478294254502611,1.24426450341,3.0
CHN,5.0,1.0748445,2.71904488929951,1.4667724702854923,1.55999486444,4.0
CHN,0.0,1.0748445,2.45020263374419,1.2909113219633168,3.30624892782,1.0
ARG,5.0,0.9416316,1.67039948489472,0.5631618437820088,2.9935935991,3.0
CHN,3.2314587392091414,1.691975,3.40357904885636,0.963977618146765,2.00192223374,3.0
ARM,2.0000690425351912,1.073919,3.10404775915367,1.3089316566604057,3.10000489464,2.0
CAN,0.0,0.79255,0.215739556699752,2.65944813472918,0.0,0.0
JOR,5.0,2.203955,4.15965514664698,3.120430483187408,0.659020248844,3.0
TUR,0.3720151817784912,1.073919,3.60944483282866,0.9179255972546004,2.14739258399,1.0
IRN,2.712202919061056,1.39275,3.55762945984518,1.633761051705274,4.02419723201,3.0
USA,2.716228594041432,1.301487,1.69000807914342,1.1061734197187576,0.69977270407,1.0
YEM,4.306477700009948,1.02836635,3.51050936130023,1.2557776748357306,4.05052943993,4.0
USA,2.90694182910254,1.301487,1.99034504519365,1.848725904972785,1.04423661236,2.0
MEX,3.076079497445547,1.3874875,2.08526249990976,2.2832820959474907,4.01167314779,3.0
TUR,3.2595336826075605,1.073919,2.65118529063556,1.3554614873479411,2.19245158412,2.0
TUR,0.5585524515772519,1.073919,2.9424242776336,1.2394500164261726,1.87572458898,1.0
TUR,2.851340050387315,1.073919,3.31505051407023,1.1312097642812995,2.73642570317,2.0
ISL,0.0,0.527198,0.488079669990032,1.355756796439004,2.14236091332,0.0
DJI,5.0,0.4065229999999999,1.99061589251771,0.6467475681655765,4.09052692403,4.0
MEX,5.0,1.74482,2.0313511099099,1.111294821950163,2.40582355057,4.0
USA,4.313782425633802,1.301487,1.90379525591331,3.650675245536831,0.127773134322,3.0
USA,0.0,0.79255,0.629704080604171,1.911307898054161,3.37290006064,0.0
CHN,3.0488508898579485,1.0748445,2.71646585533795,1.6840624970556295,2.59190157346,3.0
SOM,0.0,0.4065229999999999,2.54164098297976,1.8353746143918697,4.46357808177,2.0
CHN,5.0,1.087158,2.81683818363507,4.194208159615893,0.0,4.0
IRN,5.0,0.741159,2.73379880345027,0.338509127337856,0.571695181099,4.0
USA,2.217170301046144,1.301487,2.05543033539464,0.4812379581649538,0.144876982894,1.0
USA,0.1151789122049565,1.0644485,1.51711460845318,1.1577252542437253,4.0040790701,0.0
ETH,0.0,0.4065229999999999,2.15166108365412,1.3131612785758653,4.10171480969,2.0
CAN,0.0,0.79255,0.154448306683092,2.4679569571961824,2.89557804259,0.0
MEX,0.0,1.1108185,2.55824634407597,2.001355136577985,4.00470441938,1.0
USA,2.274077680800156,3.1492750000000003,2.22069444173157,3.003432298423544,4.02160679032,2.0
CAN,0.0,0.79255,0.288460977748631,1.617194135923013,0.0,0.0
BOL,0.0,0.9416316,1.85699753279978,1.300581227101974,1.33478252199,1.0
AUS,5.0,1.192551,1.90873281087621,1.888451615898297,0.760429361955,3.0
USA,3.7482736276700175,1.301487,1.83952277266272,0.5117530698569073,0.668301948919,1.0
KAZ,2.987152981703737,1.194388,2.67000171984767,1.1895668660500918,0.841403786631,3.0
AUS,5.0,0.3902679999999999,0.423894061508993,0.9697889209604604,0.832685939148,2.0
CAN,0.0,0.79255,0.403718559880166,1.6821033093706148,2.91708006681,0.0
USA,5.0,1.0644485,1.59557829137292,0.5410858079824838,0.00604493819785,3.0
SOM,5.0,0.0,2.31363634053874,0.5374080581955221,3.66643104607,4.0
USA,2.2994945727612315,3.1492750000000003,2.17500937056494,2.331049114497169,4.00392377312,2.0
MEX,5.0,1.3874875,2.28812079500921,0.8016259845464329,1.6791698033,4.0
AUS,0.0,0.0,1.08134375945235,2.139794907592983,4.01648642421,0.0
IND,0.0,2.51296,3.31537064839536,1.71359206240237,2.51307402302,3.0
DNK,0.0,1.153746,3.21954976870134,1.3288149137051637,2.10121934152,0.0
USA,0.0,1.301487,2.02645492069212,1.0018544037576105,0.500880639389,0.0
ZAF,4.5202018510770365,1.03082595,2.57003201926326,0.5879102983899958,2.9234169223,4.0
IRN,5.0,2.02826,2.7151198328893,2.168781270894424,2.37221614755,4.0
DZA,3.1651772745811786,1.5034,2.60633482847033,0.4237142942988926,2.11488886374,2.0
DZA,0.0,1.5034,2.01792187606528,0.1999049087860125,0.107589561721,1.0
MEX,4.728745124069473,1.2165925,2.77423779662452,2.205610652384757,2.11450094118,3.0
ARM,1.5375208727594534,1.073919,3.21300515411678,1.7581554883623671,3.24395692949,2.0
MEX,0.268344156105058,1.1108185,2.26572251484745,2.331160523189837,0.582926063842,1.0
DZA,3.197220515316361,1.5034,2.19419338859174,1.1014009437992591,2.58984552143,2.0
CAN,0.8714121220655109,0.252047,1.88546968286434,1.2125544781100537,0.0421134899585,0.0
CHN,0.0,1.0432278,2.70728526419373,1.3814555199640122,3.40236646608,1.0
DEU,1.4229858447584496,1.153746,3.17549005231098,1.2338904300073954,1.76299951039,1.0
CHN,0.0,1.0748445,2.80485599884819,1.0856796597729022,0.0,1.0
ZAF,5.0,0.99297565,1.55757517049386,1.836174339237142,0.295647234394,4.0
CHN,5.0,1.410735,3.17612152074995,1.5855531126995657,1.53049058352,4.0
AUS,1.2840286207440434,1.192551,2.03585209589617,1.9638504191579669,1.7894522967,1.0
TUR,0.0,1.073919,2.55189430138066,1.0495118559618253,3.43064212434,1.0
GEO,0.0,1.073919,1.96992590613815,0.2603011703640881,4.33381996294,2.0
MEX,5.0,1.850885,2.56177971129316,1.0966091259050743,0.496856587614,4.0
CHN,0.42528365451696,0.796098,2.11681045105061,0.8553631537164439,1.40050251932,1.0
AZE,5.0,2.50003,3.22590166646423,0.5561616301600235,0.0,4.0
ERI,0.0,0.4065229999999999,1.97807107293796,1.5275871901146745,4.20887080685,2.0
AUS,0.0,1.1120635,1.44099836973949,0.7943264464438746,3.89502887154,0.0
PER,5.0,0.613958,2.39248814406609,1.92227603266987,3.75878416845,4.0
IND,5.0,1.829075,4.30616437463646,3.778849453686712,3.87086299164,4.0
AUS,5.0,1.226302,1.73103296500356,0.435009387492363,0.0,3.0
IRN,5.0,1.39275,2.67729644964009,1.5071170719299447,0.945135864176,4.0
USA,2.062481923792322,1.301487,1.95552545451202,0.767575080246756,0.0688042649365,1.0
USA,5.0,1.1116985,2.09054089952673,2.17446908944264,1.19381011488,3.0
CHN,5.0,2.67158,3.22780622209818,3.3132324548213976,2.68393754349,4.0
TUR,3.803783922800765,1.073919,2.76629448833535,1.367379311947464,4.01369589223,3.0
IRN,5.0,1.39275,2.70351539530596,0.4836118289154396,0.105807117318,4.0
CHN,5.0,1.057555,2.92891602653877,1.4903099013825911,0.610502259277,4.0
USA,0.0,1.301487,1.84378620460394,1.944168859994207,0.194065298481,0.0
UGA,0.0,1.4780975,3.11645682634697,0.5512697505960378,2.89587206221,2.0
MEX,4.482700854199914,1.2165925,2.67365778792898,2.441136634662364,1.08750751078,3.0
USA,2.447412916668656,1.806605,1.51181171468197,0.4628814100077395,1.31045241189,1.0
YEM,4.065346684198932,0.894347,3.2612344106075,1.0997253670624616,2.30259812272,4.0
AZE,1.6886614527888972,1.073919,2.76563770953114,1.5133997495878018,2.98210945759,2.0
FRA,0.0,1.122238,2.74901731367416,1.0156009187934252,2.91247237554,0.0
YEM,5.0,1.5219200000000002,2.22979376475135,1.7173600922548835,0.0,4.0
NLD,0.587936950148668,1.153746,2.52682117491305,0.7087380209531675,0.0876456496524,0.0
CHN,5.0,1.0748445,2.73944950155656,1.6334066772269402,1.13180862292,4.0
AUS,2.4696600819071,1.147269,1.85125102676879,2.2456889130572675,0.389066692473,1.0
USA,3.2133871106121767,1.1400945,1.72025959347486,2.154754463531448,1.52777651264,2.0
USA,5.0,1.1116985,1.50375939460557,1.3069713571366834,0.0,3.0
ZAF,2.6769973209935776,1.096741,2.91785776357665,2.219956913912304,0.845320813389,3.0
ETH,0.0,0.4065229999999999,2.91477312857758,1.3863356206606636,2.61005408834,2.0
AUS,5.0,1.096588,1.50255097614498,0.6605028566680335,0.0,3.0
IRN,5.0,1.073919,3.36597605185787,2.018394355482982,1.06942436928,4.0
ARG,0.2890063435294699,0.9416316,1.80158901003296,1.790775116227167,4.02417228137,2.0
USA,5.0,1.1116985,1.45652467706831,0.506437785580926,0.16945505631,3.0
USA,5.0,1.1116985,1.52717170717339,0.5623220699371911,2.39649612767,3.0
AUS,5.0,0.0,1.45698706052329,2.382199964127793,0.30060967961,3.0
MEX,4.353049930030603,1.1108185,2.20191424000063,2.05564377980988,4.04561052315,3.0
USA,0.0,1.301487,1.80925799131748,2.0616624210348604,0.106178142427,0.0
USA,0.3531948751780241,2.09057,1.48480530069993,1.1271047229655209,2.02928595456,1.0
CAN,0.0,0.79255,0.217120253984938,1.5284916085157478,0.0,0.0
AUS,5.0,0.3902679999999999,0.425964098085888,1.7242743175978965,1.217534737,2.0
USA,5.0,1.1116985,1.48106244168245,1.5842825391371558,0.0,3.0
MEX,2.246228462478957,1.1108185,2.60512541735386,2.663828920933909,2.84730406907,2.0
DZA,0.0,1.5034,1.43341997516819,0.8592303348523224,2.28800544893,1.0
USA,0.0,0.79255,0.632389402861753,1.582252205862487,3.90352318229,0.0
DZA,0.0,1.5034,1.43341997516819,0.8592303348523224,2.28800544893,1.0
IRN,0.0,1.39275,2.71323309406157,1.9788818155897456,0.0,1.0
TUN,2.7458026946752305,1.5034,1.77822243219763,0.6704396664890484,0.0130461819969,1.0
USA,4.262715688718984,1.301487,2.3799823030139,2.409372105765266,1.37241487928,3.0
IND,5.0,5.0,4.3892647942717,3.5329874881956496,3.10451142993,4.0
AUS,0.0,0.3902679999999999,0.460618828498617,2.1370796153531124,0.0,0.0
SAU,5.0,1.5219200000000002,2.69108246154993,0.2835933974514593,0.123868559355,3.0
AZE,1.6144237677843123,2.50003,3.40790736679024,1.039651333691398,4.10534604246,3.0
MEX,0.268344156105058,1.1108185,2.26572251484745,2.331160523189837,0.582926063842,1.0
MEX,2.3191557048683062,1.61734,2.82792026637364,1.195028233219902,4.01108281282,2.0
RUS,2.156972995538132,1.073919,2.74695332341507,1.637744584900467,1.96573278455,2.0
JOR,5.0,0.653654,2.97510701198309,0.9082170410746684,4.03925537128,4.0
RUS,0.0,0.384333,0.432080417124545,2.3768994427833405,3.06749997538,0.0
IND,0.3750773484780123,2.51296,3.73903565145143,2.36648149671742,3.39676973184,3.0
CHN,5.0,1.193621,2.63669059226369,1.282759487713918,3.17644009906,4.0
TUN,2.7458026946752305,1.5034,1.77822243219763,0.6704396664890484,0.0130461819969,1.0
GEO,1.6886614527888972,1.073919,2.76563770953114,1.5133997495878018,2.98210945759,2.0
SOM,5.0,0.4065229999999999,2.37356107082166,1.9429361871626505,4.03046958819,4.0
CHN,3.692567013301022,1.691975,3.60303795242731,2.363172853298619,3.45169713347,4.0
BTN,4.6523245380930245,2.51296,3.09077171406911,3.0344803596620795,3.01860498715,4.0
BOL,0.0,0.9416316,1.81499902260946,1.2323937419044952,0.85316058383,2.0
USA,0.0,0.9574936,1.33666982619805,1.061512598318197,0.0,0.0
GEO,1.6886614527888972,1.073919,2.76563770953114,1.5133997495878018,2.98210945759,2.0
IND,5.0,2.51296,4.07253735017671,2.4113933477415266,4.07118900633,4.0
CHN,3.100709926238188,1.691975,3.57989060995618,1.2925864068624555,4.00673324945,3.0
USA,5.0,2.07572,2.57906818456388,1.2459485102398054,1.44990906653,3.0
IND,5.0,5.0,3.94223327373533,2.533088911378088,3.37309949821,4.0
SOM,5.0,0.4065229999999999,2.67959978913581,0.2425010553716627,3.40073959924,4.0
MEX,4.547104696112481,1.2165925,2.94187037532885,1.5830428899657836,1.19376778221,3.0
AUS,0.0,1.1120635,1.97489636196547,1.9210878673684773,0.141724520348,0.0
MEX,0.0,1.1108185,2.09076420825069,2.2870003647309565,3.18642900367,1.0
USA,5.0,2.18846,1.93550541212564,1.064866844470264,1.60933262847,3.0
USA,5.0,0.9574936,1.45606574513687,0.4668939479365808,0.0,3.0
SOM,0.0,0.0,2.30642758275858,0.8535455188594205,0.0,2.0
USA,3.7371279197947858,1.1116985,2.1482512711986,1.9375803854020384,0.393500232849,2.0
TKM,1.6943934433060908,1.39275,2.15135307882024,1.0939602966694468,4.0506128752,2.0
MEX,4.135182885219251,1.2165925,2.54704661152918,1.9024578485318504,1.72724227565,3.0
IND,5.0,1.829075,4.68369669561742,3.596810076010475,3.88354510403,4.0
IRN,3.727048655976843,1.073919,3.67480098322732,2.153205081311567,1.21530395058,3.0
AUS,0.0,0.0,1.3442412501283,1.1858384805821964,2.49623510703,0.0
USA,0.6701146863701557,1.806605,1.50031228232988,1.0564668070905745,1.05306677616,0.0
BOL,0.0,0.9416316,1.85699753279978,1.300581227101974,1.33478252199,1.0
USA,1.2873333133094298,1.301487,2.03097042302704,1.8288496505761456,2.26516034615,1.0
SYR,0.0,0.653654,3.29871959133133,1.0817609576630385,4.02936988719,1.0
IRN,5.0,1.39275,2.57480934767139,1.6398166147359845,0.0,3.0
KAZ,2.399645982674469,1.2071735,2.48819630256191,2.4831395045658486,2.09144678903,2.0
MEX,5.0,1.319643,2.15450488408983,1.8109272129987093,0.0628846546583,3.0
USA,5.0,1.148945,1.9076747527601,1.4631822359828954,0.012402309214,3.0
USA,3.388018507602189,1.1400945,1.81392533783505,2.0683161224708377,3.0077674918,2.0
CHN,5.0,0.887328,1.71806105029904,1.090456261840832,0.161071755179,4.0
USA,3.197951895936595,3.2979475000000003,1.75253695993137,1.0115783510161975,0.29461787565,2.0
ZAF,5.0,1.03082595,3.13327755335047,0.4283599552896849,3.10218205828,4.0
USA,1.1652933984148754,1.301487,1.93478396766668,1.301183842741861,0.327098523946,1.0
KAZ,3.0177706087200584,1.0109085,2.97238689019169,1.742881081401706,4.2721387915,2.0
SOM,5.0,0.4065229999999999,2.46911739228574,2.3590599149060925,3.55151940258,4.0
USA,2.638200104212012,1.1400945,1.75451017248219,2.3065222389249267,2.19715209204,1.0
USA,0.0,0.79255,0.660741590864659,0.8294995713756246,0.0,0.0
TUR,4.683246893343222,1.073919,3.22212873830155,0.8217047676601652,1.07860823056,3.0
CHN,5.0,1.410735,2.84109264172085,1.81195695817083,1.89000220582,4.0
USA,3.839282339720186,1.1400945,1.97544558868371,1.1338758717350057,1.57510776762,2.0
SOM,0.0,0.4065229999999999,2.34811699819895,2.124688294398024,4.52345317028,2.0
AZE,0.0,1.073919,2.76972693830843,1.346015798198613,1.41102871479,1.0
PER,0.0,0.0,1.7668433980074,1.5783445950722732,2.37772019863,1.0
SOM,5.0,0.4065229999999999,2.4774256632466,0.5076590337067839,0.0,4.0
TUR,0.0,1.073919,3.18362836791005,1.0933354360304772,1.47916526197,1.0
USA,5.0,3.2979475000000003,2.30694516130954,2.459826918988824,0.680308400736,4.0
AUS,1.2840286207440434,1.1120635,2.03585209589617,1.9638504191579669,1.7894522967,1.0
IRQ,3.3505510533480045,1.89648,2.7082657261108,2.5240990521619726,2.72562687237,3.0
DJI,5.0,0.4065229999999999,1.99061589251771,0.6467475681655765,4.09052692403,4.0
KAZ,3.7632671845859456,1.3693955,2.68446556638311,2.025685012378281,4.01608921211,3.0
ZAF,5.0,1.03082595,3.13327755335047,0.4283599552896849,3.10218205828,4.0
IRQ,4.148890638468428,1.89648,3.50997584253151,2.1108134502708853,2.28083092775,3.0
LBY,5.0,1.050004,2.00247457491592,0.3246020178045534,0.388898240666,3.0
USA,0.0,1.221162,1.82589598756885,0.6633570531967794,0.0146880168665,0.0
TUR,4.082764714960799,1.073919,3.00267835498943,1.8556832110039647,0.814937326765,3.0
NLD,2.890928189098802,1.153746,2.90225499675368,1.139285178391393,0.703884607339,1.0
IND,5.0,1.829075,4.68369669561742,3.596810076010475,3.88354510403,4.0
ISL,0.0,1.1883985,0.633611962344134,0.9100743216942656,3.79876494858,0.0
IND,5.0,2.51296,3.83649112464382,3.810193595222525,2.01683909532,4.0
BOL,5.0,0.9416316,1.67039948489472,0.5631618437820088,2.9935935991,4.0
CHN,0.0,1.691975,3.48117628752017,1.19975684093534,2.35921127194,2.0
AUS,5.0,1.1120635,2.10861088748105,1.8026816134410464,1.17504770958,3.0
MEX,5.0,1.61734,2.70657030519108,0.5110584417174668,4.0241347005,4.0
CHN,5.0,1.0748445,2.50226051146684,5.0,0.721917416219,4.0
IND,2.51751162324942,2.51296,2.57175706785972,2.353851970677004,3.54080770179,4.0
USA,5.0,3.2979475000000003,1.99966937683814,1.416344368782565,0.0281781121253,4.0
CAN,0.0,0.79255,0.278473299954803,1.25059817643332,3.81697028369,0.0
USA,1.430737718197999,1.301487,1.84181700247613,0.5879209461734151,0.360486505821,1.0
KAZ,0.0,1.212546,3.1015662059899,0.7478792908547245,3.21822961126,1.0
IND,4.288540894381674,5.0,4.48202052755002,3.791842806613332,3.03583213934,4.0
BTN,4.6523245380930245,2.51296,3.09077171406911,3.0344803596620795,3.01860498715,4.0
AUS,1.527174410449367,0.0,0.433422305739499,2.333959046240682,1.50323396479,0.0
MEX,5.0,1.1108185,2.68019358658229,1.823069869000188,0.15751489398,4.0
JOR,3.4359659672572347,2.203955,4.55592632157335,3.100758975400236,0.17377669734,3.0
GEO,0.0,1.073919,2.35264875961796,1.1141224106250265,3.76291069556,2.0
MEX,1.3029093243998693,2.293205,2.66563509352235,1.826638854630364,2.8278950844,2.0
USA,5.0,0.9574936,1.46875529576896,2.1506625441444576,2.01661210677,3.0
PER,5.0,0.596076,1.38681932822022,3.0732828649289625,2.00494781927,4.0
ZAF,5.0,0.8329880000000001,1.48525359686495,0.9766933895902904,0.0883798797496,4.0
USA,1.750645363711942,1.1400945,1.71851748560083,1.9387494096513864,2.09715816926,1.0
IRN,2.712202919061056,1.39275,3.55762945984518,1.633761051705274,4.02419723201,3.0
RUS,0.0,0.384333,0.437804600008733,2.3872984581591137,2.91997009364,1.0
AUS,0.0,0.0,1.341444499337,1.5885955728437162,4.02364302103,0.0
USA,5.0,1.301487,2.17902428624284,2.4844242372049568,0.000960871675619,3.0
CAN,0.0,0.79255,0.174545743877081,2.029551340828156,2.72405450355,0.0
IRQ,1.6133078344443912,1.89648,2.99547546038466,1.153864729280169,0.108426941681,2.0
CHN,1.332604372059326,1.0109085,2.38996841720744,1.1372498551042671,0.648722052236,2.0
AZE,0.1647798836995148,1.073919,3.67040422094322,1.137504112235176,2.56672413751,2.0
IRN,5.0,1.39275,2.80883404163077,0.2883616728026549,0.0,4.0
IRN,1.6144237677843123,1.073919,3.58051924555949,1.039651333691398,3.54533133779,2.0
SYR,5.0,0.653654,2.97510701198309,0.9082170410746684,4.03925537128,4.0
USA,1.6226040940013269,1.1116985,2.0498050983331,1.908075450515847,0.40998971217,1.0
PER,0.0,0.613958,1.37997113842092,1.545247336029116,1.72000663747,1.0
USA,0.0,1.301487,2.28807974594006,1.1179005815336625,0.708245636074,0.0
MEX,5.0,1.319643,2.1692706546792,1.5089476593605484,0.0278253625375,3.0
TUN,4.766244583851113,1.5034,2.63343529072106,0.9604669804238468,3.65116777566,4.0
CHN,5.0,2.67158,3.18303446520124,3.528230489955137,3.57568076159,4.0
TUR,4.141485595653985,1.073919,3.53146323116017,1.3172490640278895,1.50747243007,3.0
USA,1.4935141425666576,1.301487,2.03502880543017,0.9709592091132532,1.62821340953,1.0
CHN,0.0,1.691975,3.64707811209087,0.4572121705714831,2.43428115064,1.0
AZE,0.0,1.073919,3.2772961888068,1.130508459162907,4.08575110519,2.0
IND,3.5519768597079224,5.0,4.13755282091379,2.979450146025448,4.02514643587,4.0
SYR,5.0,1.073919,3.63295002023132,1.98842531256384,1.34514836743,4.0
CHN,0.0,1.53683,2.94484269314655,1.310581130508211,2.86842562839,1.0
BTN,0.0,2.51296,3.02562339913535,1.83381807445032,4.03088491483,3.0
MEX,0.1206031026108335,1.319643,3.12517164102278,1.6997315740718926,4.05201020927,1.0
IRN,5.0,0.741159,2.72336821873366,1.2174715566824843,0.321630154481,4.0
CHN,4.967124137972082,2.67158,3.12641941105506,2.4638882403766056,2.0823866887,4.0
SOM,0.0,0.4065229999999999,2.37677923263892,1.094355593368772,4.26393915647,2.0
RUS,0.0,1.280373,1.56954566563059,0.5329523401943748,3.70600059923,1.0
LBY,0.0,1.336059,2.21064745105467,0.8936181170555203,0.182174071346,0.0
AUS,3.317244446499828,1.1037075,1.98303673019239,1.3535350029233144,0.472871107253,1.0
BWA,5.0,0.99297565,2.22755127546474,5.0,2.37889606682,4.0
IND,0.0,2.51296,2.00156302999661,1.5262783483415938,4.03987447952,2.0
USA,5.0,0.9574936,1.4308237084555,0.3760159223485736,0.0,3.0
USA,0.0,1.301487,1.99272618211888,0.990981769569671,3.26694515383,0.0
NLD,1.2732028159255937,1.153746,2.49649025069571,1.0878350685488347,0.384504171989,0.0
KAZ,0.0,1.194388,3.08750824933967,0.7520214128425209,0.0,0.0
IRN,5.0,0.741159,2.68649994858272,1.3555053348710435,0.391614987277,4.0
MNG,5.0,1.02402175,1.88262407336955,0.9948462869584472,4.02205811843,4.0
MEX,2.9408457292672905,1.319643,2.29715223682648,2.06801088291603,0.303743943105,3.0
IRN,5.0,2.864885,2.57818491793205,0.9852946071740746,0.161654445406,4.0
CHN,1.1938369608350534,1.0109085,2.36654785175222,1.3409851428111483,2.58185324716,2.0
ETH,0.0,0.4065229999999999,2.38610823021118,1.1968253195034009,4.0136017522,2.0
ZWE,0.5592618060500882,1.096741,2.90247831860399,2.2540262000945748,0.633820468362,2.0
USA,3.3363987088477765,1.0644485,1.5743329006418,1.261215135951921,0.0561396572379,1.0
BGD,0.3750773484780123,2.51296,3.79865160200356,2.36648149671742,4.3137149315,3.0
IND,5.0,5.0,4.37918253944012,2.110240980754547,3.3164173308,4.0
CHN,5.0,1.057555,3.41184990980566,1.4714377635846168,1.72426457747,4.0
USA,5.0,1.74482,1.49259885523143,1.2314435490324822,0.0237657671963,3.0
MEX,3.601634455668396,1.1108185,2.79116608585273,2.5399239396149,3.93097713151,3.0
CHN,2.530413351644386,1.087158,2.7392790477949,2.164897292527259,4.01939610448,3.0
USA,4.6019053166019575,3.2781175,1.84426511729084,2.303901314696179,0.916741849412,3.0
AUS,5.0,2.027365,1.14281463112322,3.2537380850024595,3.35140136871,3.0
USA,0.0,1.301487,2.00058845953355,1.4777843050537154,3.88945917172,0.0
PER,3.5893498341967085,0.613958,1.8783076104076,3.3003774395506147,2.53859211988,3.0
RUS,0.0,1.073919,3.24507410505311,1.0430715377118185,1.12897054148,1.0
ISR,5.0,1.4068205,3.62394011741416,2.389106803108871,3.31727497712,3.0
USA,4.966673548017539,1.74482,1.34298437883495,0.7026054064476018,1.06900976004,3.0
ZAF,5.0,1.03082595,2.85432661018156,0.7049995279298811,2.73146046186,4.0
USA,0.0,0.79255,0.639822496322538,0.7557550946543181,3.38154106744,0.0
CHE,0.6241433778149299,1.122238,2.67039730310468,0.4628127212188062,0.850862741645,0.0
SOM,5.0,0.4065229999999999,2.70337739895243,1.009479943529115,3.0264249836,4.0
USA,5.0,1.0644485,1.34130873021724,0.77628974834811,4.0116293522,3.0
IRQ,5.0,2.432825,2.38385474491104,0.7477023269043885,4.0186529429,4.0
SOM,5.0,0.4065229999999999,2.62978857386235,1.176823647985624,3.31006178398,4.0
IND,0.0,2.51296,2.62108611506429,1.6960521941815436,4.01485026808,3.0
CHN,5.0,1.0748445,2.80568150363259,3.055594229984452,1.72393508497,4.0
CHN,5.0,1.057555,2.74520379936277,5.0,0.579650804333,3.0
MEX,5.0,1.3874875,2.19677474948837,1.3995875730873792,3.11094320767,4.0
AUS,0.0,0.0,1.30046118957028,1.1702898233531134,1.86402802614,0.0
SAU,5.0,1.5219200000000002,4.63304608874371,1.013365045496678,2.33372032788,4.0
MEX,5.0,2.293205,2.76485850390154,1.5357998151095358,1.72363858987,4.0
IND,4.732208995164109,5.0,3.93181338051375,4.004936675954465,1.24631971949,4.0
TUR,0.0,1.073919,3.13757950208154,0.8863772187192867,3.73668112911,1.0
BOL,0.0,0.9416316,1.61734987582754,1.0038048700670918,1.62226361839,1.0
USA,3.2034025499764867,1.301487,2.12952982459081,0.4938322617833342,0.378244628799,2.0
RUS,0.0,0.560519,0.449197826370089,2.793020865961625,0.278794525997,1.0
TUR,3.743581998127224,1.073919,3.26985077422089,1.2173392127484712,1.11696967816,2.0
PER,0.0,0.613958,1.73504661786265,2.1059057265661014,1.65350839895,1.0
